State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Candidate Won
Maharashtra,Mumbai South central,11,Mohammad Hayat Mohammad Husain Shaikh,Peace Party,968,0,968,0.12,loss
Maharashtra,Mumbai South central,12,Yoganand Nadar,Aapki Apni Party (Peoples),882,1,883,0.11,loss
Maharashtra,Mumbai South central,13,Anita Kiran Patole,Independent,972,4,976,0.12,loss
Maharashtra,Mumbai South central,14,Dalvi Raju Sahebrao,Independent,1353,0,1353,0.17,loss
Maharashtra,Mumbai South central,15,Vikas Maruti Rokade,Independent,1103,0,1103,0.14,loss
Maharashtra,Mumbai South central,16,Sheetaltai Sasane,Independent,1756,3,1759,0.22,loss
Maharashtra,Mumbai South central,17,Santosh Shrivastav,Independent,677,0,677,0.08,loss
Maharashtra,Mumbai South central,18,NOTA,None of the Above,13795,39,13834,1.74,loss
Maharashtra,Nagpur,1,NANA PATOLE,Indian National Congress,442765,1447,444212,37.45,loss
Maharashtra,Nagpur,2,NITIN JAIRAM GADKARI,Bharatiya Janata Party,657624,2597,660221,55.67,loss
Maharashtra,Nagpur,3,MOHAMMAD JAMAL,Bahujan Samaj Party,31654,71,31725,2.67,loss
Maharashtra,Nagpur,4,ALI ASHFAQUE AHMED,Bahujan Mukti Party,719,5,724,0.06,loss
Maharashtra,Nagpur,5,ASIM ALI,Minorities Democratic Party,672,1,673,0.06,loss
Maharashtra,Nagpur,6,GOPALKUMAR GANESHU KASHYAP,Chhattisgarh Swabhiman Manch,1169,0,1169,0.1,loss
Maharashtra,Nagpur,7,DIKSHITA ANAND TEMBHURNE,Desh Janhit Party,273,0,273,0.02,loss
Maharashtra,Nagpur,8,DR. MANISHA BANGAR,Peoples Party of India (Democratic),397,3,400,0.03,loss
Maharashtra,Nagpur,9,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,Vanchit Bahujan Aaghadi,25993,135,26128,2.2,loss
Maharashtra,Nagpur,10,ADV. (DR.) MANE SURESH,Bahujan Republican Socialist Party,3387,25,3412,0.29,loss
Maharashtra,Nagpur,11,COMRADE YOGESH KRISHNARAO THAKARE,Communist Party of India (Marxist-Leninist) Red Star,281,0,281,0.02,loss
Maharashtra,Nagpur,12,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,480,0,480,0.04,loss
Maharashtra,Nagpur,13,ADV. VIJAYA DILIP BAGDE,Ambedkarite Party of India,1178,4,1182,0.1,loss
Maharashtra,Nagpur,14,VITTHAL NANAJI GAIKWAD,Hum Bhartiya Party,482,0,482,0.04,loss
Maharashtra,Nagpur,15,DR. VINOD KASHIRAM BADOLE,Akhil Bhartiya Sarvadharma Samaj Party,734,1,735,0.06,loss
Maharashtra,Nagpur,16,SAHIL BALCHAND TURKAR,Bhartiya Manavadhikaar Federal Party,2003,0,2003,0.17,loss
Maharashtra,Nagpur,17,SHRIDHAR NARAYAN SALVE,Rashtriya Jansambhavna Party,2121,0,2121,0.18,loss
Maharashtra,Nagpur,18,UDAY RAMBHAUJI BORKAR,Independent,1321,1,1322,0.11,loss
Maharashtra,Nagpur,19,Adv. Ulhas Shalikram Dupare,Independent,299,0,299,0.03,loss
Maharashtra,Nagpur,20,KARTIK GENDALAL DOKE,Independent,181,0,181,0.02,loss
Maharashtra,Nagpur,21,Dipak Laxmanrao Maske,Independent,233,2,235,0.02,loss
Maharashtra,Nagpur,22,PRAFULLA MANIKCHAND BHANGE,Independent,358,1,359,0.03,loss
Maharashtra,Nagpur,23,PRABHAKAR KRUSHNAJI SATPAISE,Independent,156,0,156,0.01,loss
Maharashtra,Nagpur,24,MANOJ KOTHUJI BAWANE,Independent,331,0,331,0.03,loss
Maharashtra,Nagpur,25,RUBEN DOMNIK FRANCIS,Independent,608,0,608,0.05,loss
Maharashtra,Nagpur,26,SACHIN JAGORAO PATIL,Independent,632,1,633,0.05,loss
Maharashtra,Nagpur,27,SACHIN HARIDAS SOMKUWAR,Independent,227,0,227,0.02,loss
Maharashtra,Nagpur,28,SATISH VITTHAL NIKHAR,Independent,235,2,237,0.02,loss
Maharashtra,Nagpur,29,SIDDHARTH ASARAM KURVE,Independent,247,0,247,0.02,loss
Maharashtra,Nagpur,30,SUNIL SURYABHAN KAWADE,Independent,417,0,417,0.04,loss
Maharashtra,Nagpur,31,NOTA,None of the Above,4538,40,4578,0.39,loss
Maharashtra,Nanded,1,Ashok Shankarrao Chavan,Indian National Congress,442138,4520,446658,39.55,loss
Maharashtra,Nanded,2,Prataprao Patil Chikhalikar,Bharatiya Janata Party,482148,4658,486806,43.1,loss
Maharashtra,Nanded,3,Abdul Raees Ahemad S/o Abdul Jabbar,Ambedkar National Congress,4143,4,4147,0.37,loss
Maharashtra,Nanded,4,Abdul Samad Abdul Karim,Samajwadi Party,2467,8,2475,0.22,loss
Maharashtra,Nanded,5,Bhinge Yashpal Narsingrao,Vanchit Bahujan Aaghadi,165341,855,166196,14.72,loss
Maharashtra,Nanded,6,Mohan Anandrao Waghmare,Bahujan Mukti Party,1424,6,1430,0.13,loss
Maharashtra,Nanded,7,Sonsale Sunil Manoharrao,Bahujan Republican Socialist Party,661,0,661,0.06,loss
Maharashtra,Nanded,8,Ashokrao Shankarrao Chavan,Independent,934,4,938,0.08,loss
Maharashtra,Nanded,9,Kadam Shrirang Uttamrao,Independent,848,0,848,0.08,loss
Maharashtra,Nanded,10,Dr. Manish Dattataray Wadje,Independent,1452,1,1453,0.13,loss
Maharashtra,Nanded,11,Dr. Mahesh Prakashrao Talegaonkar,Independent,3776,2,3778,0.33,loss
Maharashtra,Nanded,12,Madhavrao Sambhajee Gaikwad (Panchsheel),Independent,3294,1,3295,0.29,loss
Maharashtra,Nanded,13,Ranjit Gangadharrao Deshmukh,Independent,1787,1,1788,0.16,loss
Maharashtra,Nanded,14,Shivanand Ashokrao Deshmukh,Independent,2762,1,2763,0.24,loss
Maharashtra,Nanded,15,NOTA,None of the Above,6080,34,6114,0.54,loss
Maharashtra,Nandurbar,1,Adv. K. C. Padavi,Indian National Congress,541930,1577,543507,42.4,loss
Maharashtra,Nandurbar,2,Rekha Suresh Desai,Bahujan Samaj Party,11452,14,11466,0.89,loss
Maharashtra,Nandurbar,3,Dr. Heena Vijaykumar Gavit,Bharatiya Janata Party,637226,1910,639136,49.86,loss
Maharashtra,Nandurbar,4,Anturlikar Sushil Suresh,Vanchit Bahujan Aaghadi,25594,108,25702,2.01,loss
Maharashtra,Nandurbar,5,Krishna Thoga Gavit,Bhartiya Tribal Party,4433,5,4438,0.35,loss
Maharashtra,Nandurbar,6,Sandip Abhimanyu Valvi,Bahujan Mukti Party,2193,3,2196,0.17,loss
Maharashtra,Nandurbar,7,Ajay Karamsing Gavit,Independent,4492,5,4497,0.35,loss
Maharashtra,Nandurbar,8,Arjunsing Diwansing Vasave,Independent,2935,1,2936,0.23,loss
Maharashtra,Nandurbar,9,Ashok Daulatsing Padvi,Independent,4929,1,4930,0.38,loss
Maharashtra,Nandurbar,10,Koli Ananda Sukalal,Independent,7183,2,7185,0.56,loss
Maharashtra,Nandurbar,11,Dr. Natawadkar Suhas Jayant,Independent,13722,98,13820,1.08,loss
Maharashtra,Nandurbar,12,NOTA,None of the Above,21902,23,21925,1.71,loss
Maharashtra,Nashik,1,Adv. Ahire Vaibhav Shantaram,Bahujan Samaj Party,5685,34,5719,0.51,loss
Maharashtra,Nashik,2,Godse Hemant Tukaram,Shivsena,562034,1565,563599,50.27,loss
Maharashtra,Nashik,3,Sameer Magan Bhujbal,Nationalist Congress Party,270854,541,271395,24.21,loss
Maharashtra,Nashik,4,Jawale Soniya Ramnath,Bhartiya Tribal Party,6911,41,6952,0.62,loss
Maharashtra,Nashik,5,Pavan Chandrakant Pawar,Vanchit Bahujan Aaghadi,109836,145,109981,9.81,loss
Maharashtra,Nashik,6,Vinod Vasant Shirsath,Hindustan Janta Party,1351,11,1362,0.12,loss
Maharashtra,Nashik,7,Shivnath Vithoba Kasar,Bahujan Mukti Party,865,1,866,0.08,loss
Maharashtra,Nashik,8,Sanjay Sukhdev Ghodke,Bahujan Republican Socialist Party,899,0,899,0.08,loss
Maharashtra,Nashik,9,Aher Sharad Keru,Independent,1386,1,1387,0.12,loss
Maharashtra,Nashik,10,Kanoje Prakash Giridhar,Independent,921,1,922,0.08,loss
Maharashtra,Nashik,11,Kedar Sindhubai Ravindra,Independent,1734,2,1736,0.15,loss
Maharashtra,Nashik,12,Adv. Kokate Manikrao Shivajirao,Independent,134229,298,134527,12,loss
Maharashtra,Nashik,13,Devidas Piraji Sarkate,Independent,4274,0,4274,0.38,loss
Maharashtra,Nashik,14,Dhananjay Anil Bhawsar,Independent,1883,2,1885,0.17,loss
Maharashtra,Nashik,15,Priyanka Ramrao Shirole,Independent,2197,9,2206,0.2,loss
Maharashtra,Nashik,16,Vilas Madhukar Desale (Patil),Independent,3826,0,3826,0.34,loss
Maharashtra,Nashik,17,Sharad Damu Dhanrao,Independent,835,0,835,0.07,loss
Maharashtra,Nashik,18,Sudhir Shridhar Deshmukh,Independent,1881,0,1881,0.17,loss
Maharashtra,Nashik,19,NOTA,None of the Above,6952,28,6980,0.62,loss
Maharashtra,Osmanabad,1,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Shivsena,591605,5035,596640,49.52,loss
Maharashtra,Osmanabad,2,Ranajagjitsinha Padmasinha Patil,Nationalist Congress Party,464747,4327,469074,38.94,loss
Maharashtra,Osmanabad,3,Dr. Shivaji Pandharinath Oman,Bahujan Samaj Party,5903,38,5941,0.49,loss
Maharashtra,Osmanabad,4,Arjun (Dada) Salgar,Vanchit Bahujan Aaghadi,98108,471,98579,8.18,loss
Maharashtra,Osmanabad,5,Annasaheb Ramchandra Rathod,BhartiyaBahujanKranti Dal,1882,19,1901,0.16,loss
Maharashtra,Osmanabad,6,Deepak Mahadav Tate,Bhapase Party,1428,6,1434,0.12,loss
Maharashtra,Osmanabad,7,Phulsure Vishwanath Sadashiv,Kranti Kari Jai Hind Sena,1315,7,1322,0.11,loss
Maharashtra,Osmanabad,8,Aryanraje Kisanrao Shinde,Independent,1372,2,1374,0.11,loss
Maharashtra,Osmanabad,9,Gore Netaji Nagnathrao,Independent,6672,7,6679,0.55,loss
Maharashtra,Osmanabad,10,Jagannath Nivrutti Munde,Independent,2587,5,2592,0.22,loss
Maharashtra,Osmanabad,11,Tukaram Dasrao Gangawane,Independent,1716,1,1717,0.14,loss
Maharashtra,Osmanabad,12,Dr. Vasant Raghunath Munde,Independent,1929,1,1930,0.16,loss
Maharashtra,Osmanabad,13,Shankar Pandurang Gaikwad,Independent,2066,3,2069,0.17,loss
Maharashtra,Osmanabad,14,Sayyad Sultan Ladkhan,Independent,3452,2,3454,0.29,loss
Maharashtra,Osmanabad,15,NOTA,None of the Above,9986,38,10024,0.83,loss
Maharashtra,Palghar,1,Rajendra Dhedya Gavit,Shivsena,579989,490,580479,48.3,loss
Maharashtra,Palghar,2,Sanjay Laxman Tambda,Bahujan Samaj Party,13439,7,13446,1.12,loss
Maharashtra,Palghar,3,Devram Zipar Kurkute,Ambedkarite Party of India,8209,4,8213,0.68,loss
Maharashtra,Palghar,4,Baliram Sukur Jadhav,Bahujan Vikas Aaghadi,491391,205,491596,40.9,loss
Maharashtra,Palghar,5,Comrad Shankar Badade,Marxist Leninist Party of India (Red Flag),11917,1,11918,0.99,loss
Maharashtra,Palghar,6,Suresh Arjun Padavi,Vanchit Bahujan Aaghadi,13715,13,13728,1.14,loss
Maharashtra,Palghar,7,Sanjay Rama Kohkera,Bahujan Mukti Party,6180,5,6185,0.51,loss
Maharashtra,Palghar,8,Dattaram Jayram Karbat,Independent,13921,11,13932,1.16,loss
Maharashtra,Palghar,9,Bhondave Tai Maruti,Independent,5304,0,5304,0.44,loss
Maharashtra,Palghar,10,Raju Damu Lade,Independent,10217,1,10218,0.85,loss
Maharashtra,Palghar,11,Vishnu Kakadya Padavi,Independent,9902,2,9904,0.82,loss
Maharashtra,Palghar,12,Swapnil Mahadev Koli,Independent,7539,0,7539,0.63,loss
Maharashtra,Palghar,13,NOTA,None of the Above,29463,16,29479,2.45,loss
Maharashtra,Parbhani,1,JADHAV SANJAY (BANDU) HARIBHAU,Shivsena,538214,727,538941,43.02,loss
Maharashtra,Parbhani,2,COM. RAJAN KSHIRSAGAR,Communist Party of India,17085,10,17095,1.36,loss
Maharashtra,Parbhani,3,RAJESH UTTAMRAO VITEKAR,Nationalist Congress Party,496372,370,496742,39.65,loss
Maharashtra,Parbhani,4,DR.VAIJNATH SITARAM PHAD,Bahujan Samaj Party,5636,17,5653,0.45,loss
Maharashtra,Parbhani,5,DR. APPASAHEB ONKAR KADAM,Swatantra Bharat Paksha,2771,4,2775,0.22,loss
Maharashtra,Parbhani,6,ALAMGIR MOHD. KHAN,Vanchit Bahujan Aaghadi,149834,112,149946,11.97,loss
Maharashtra,Parbhani,7,UTTAMRAO PANDURANGRAO RATHOD,Bahujan Mukti Party,2388,4,2392,0.19,loss
Maharashtra,Parbhani,8,KISHOR NAMDEV GAWARE,Bharatiya Praja Surajya Paksha,1666,2,1668,0.13,loss
Maharashtra,Parbhani,9,ADV. YASHWANT RAMBHAU KASBE,Bahujan Republican Socialist Party,1625,2,1627,0.13,loss
Maharashtra,Parbhani,10,SHAIKH SALIM SHAIKH IBRAHIM,Bahujan Maha Party,6127,1,6128,0.49,loss
Maharashtra,Parbhani,11,SUBHASH ASHOKRAO AMBHORE (DUDHAGAONKAR),Ambedkar National Congress,1471,2,1473,0.12,loss
Maharashtra,Parbhani,12,SANTOSH GOVIND RATHOD,BhartiyaBahujanKranti Dal,2008,1,2009,0.16,loss
Maharashtra,Parbhani,13,HARISHCHANDRA DATTU PATIL,Sangharsh Sena,1987,0,1987,0.16,loss
Maharashtra,Parbhani,14,KISHOR BABURAO MUNNEMANIK,Independent,2909,0,2909,0.23,loss
Maharashtra,Parbhani,15,GOVIND (BHAIYA) RAMRAO DESHMUKH PEDGAONKAR,Independent,4045,2,4047,0.32,loss
Maharashtra,Parbhani,16,BOBADE SAKHARAM GYANBA,Independent,6183,2,6185,0.49,loss
Maharashtra,Parbhani,17,SANGITA KALYANRAO NIRMAL,Independent,6653,2,6655,0.53,loss
Maharashtra,Parbhani,18,NOTA,None of the Above,4537,13,4550,0.36,loss
Maharashtra,Pune,1,Uttam Pandurang Shinde,Bahujan Samaj Party,4779,13,4792,0.46,loss
Maharashtra,Pune,2,Girish Bhalchandra Bapat,Bharatiya Janata Party,631875,960,632835,61.13,loss
Maharashtra,Pune,3,Mohan Joshi,Indian National Congress,307870,337,308207,29.77,loss
Maharashtra,Pune,4,Anil Narayan Jadhav,Vanchit Bahujan Aaghadi,64734,59,64793,6.26,loss
Maharashtra,Pune,5,Amol Jayraj Shinde,Hum Bhartiya Party,956,3,959,0.09,loss
Maharashtra,Pune,6,Krupal Paluskar,Prabuddha Republican Party,333,0,333,0.03,loss
Maharashtra,Pune,7,Chincholikar Jayant Eknath,Bahujan Republican Socialist Party,343,0,343,0.03,loss
Maharashtra,Pune,8,Prof. Nalawade Hanmant Mahadeo,Ambedkarite Party of India,383,0,383,0.04,loss
Maharashtra,Pune,9,Nikhil Umesh Zingade,Bharatiya Praja Surajya Paksha,225,0,225,0.02,loss
Maharashtra,Pune,10,Balasaheb Misal Patil,Bahujan Mukti Party,779,1,780,0.08,loss
Maharashtra,Pune,11,Adv. Mahesh Gajendragadkar,Swarna Bharat Party,445,1,446,0.04,loss
Maharashtra,Pune,12,Adv. Ramesh Devaram Dharmavat,People’s Union Party,546,1,547,0.05,loss
Maharashtra,Pune,13,Rajesh Surendrakumar Agarwal,Hamari Apni Party,847,0,847,0.08,loss
Maharashtra,Pune,14,Sayyad Raj Faiyaz,Bhartiya Kisan Party,601,0,601,0.06,loss
Maharashtra,Pune,15,Sim Khirid,Bahujan Maha Party,485,2,487,0.05,loss
Maharashtra,Pune,16,Suhas Popat Gajarmal,Rashtriya Janshakti Party (Secular),1117,0,1117,0.11,loss
Maharashtra,Pune,17,Amol Alias Yabes S. Tujare,Independent,624,0,624,0.06,loss
Maharashtra,Pune,18,Anand Prakash Vanjape,Independent,1343,0,1343,0.13,loss
Maharashtra,Pune,19,Adv. Kumar Devba Kalel Patil,Independent,524,1,525,0.05,loss
Maharashtra,Pune,20,Jafar Khursid Choudhari,Independent,554,0,554,0.05,loss
Maharashtra,Pune,21,Javed Shabbir Sayyed,Independent,339,0,339,0.03,loss
Maharashtra,Pune,22,Johnson Vasant Kolhapure,Independent,647,0,647,0.06,loss
Maharashtra,Pune,23,Ravindra Bansiram Mahapure,Independent,170,1,171,0.02,loss
Maharashtra,Pune,24,Rakesh Prabhakar Chavan,Independent,207,0,207,0.02,loss
Maharashtra,Pune,25,Rahul Vishwas Joshi,Independent,425,1,426,0.04,loss
Maharashtra,Pune,26,Vijay Laxaman Saroade,Independent,230,0,230,0.02,loss
Maharashtra,Pune,27,Sawant Chandrakant Parmeshwar,Independent,160,1,161,0.02,loss
Maharashtra,Pune,28,Sanjay Baburao Jadhav,Independent,308,1,309,0.03,loss
Maharashtra,Pune,29,Hemant Baburao Kolekar Patil Alias Hemant Patil,Independent,264,1,265,0.03,loss
Maharashtra,Pune,30,Kshirsagar Kanchan Devdas,Independent,441,0,441,0.04,loss
Maharashtra,Pune,31,Znyosho Vijayprakash,Independent,298,0,298,0.03,loss
Maharashtra,Pune,32,NOTA,None of the Above,10972,29,11001,1.06,loss
Maharashtra,Raigad,1,Anant Geete,Shivsena,452942,2588,455530,44.42,loss
Maharashtra,Raigad,2,Tatkare Sunil Dattatray,Nationalist Congress Party,484563,2405,486968,47.49,loss
Maharashtra,Raigad,3,Milind B. Salvi,Bahujan Samaj Party,6333,23,6356,0.62,loss
Maharashtra,Raigad,4,Gajendra Parshuram Turbadkar,Kranti Kari Jai Hind Sena,2187,5,2192,0.21,loss
Maharashtra,Raigad,5,Nathuram Hate,Bahujan Mukti Party,1417,24,1441,0.14,loss
Maharashtra,Raigad,6,Prakash Sakharam Kalke,Bhartiya Kisan Party,807,16,823,0.08,loss
Maharashtra,Raigad,7,Suman Bhaskar Koli,Vanchit Bahujan Aaghadi,23042,154,23196,2.26,loss
Maharashtra,Raigad,8,Sandip Pandurang Parte,Bahujan Maha Party,1481,1,1482,0.14,loss
Maharashtra,Raigad,9,Avinash Vasant Patil,Independent,4686,3,4689,0.46,loss
Maharashtra,Raigad,10,Ghag Sanjay Arjun,Independent,1416,1,1417,0.14,loss
Maharashtra,Raigad,11,Madhukar Mahadev Khamkar,Independent,1049,0,1049,0.1,loss
Maharashtra,Raigad,12,Munafar Jainubhidin Choudhary,Independent,1211,4,1215,0.12,loss
Maharashtra,Raigad,13,Yogesh Kadam,Independent,1470,6,1476,0.14,loss
Maharashtra,Raigad,14,Sunil Pandurang Tatkare,Independent,4120,6,4126,0.4,loss
Maharashtra,Raigad,15,Sunil Sakharam Tatkare,Independent,9746,6,9752,0.95,loss
Maharashtra,Raigad,16,Subhash Janardan Patil,Independent,12264,1,12265,1.2,loss
Maharashtra,Raigad,17,NOTA,None of the Above,11435,55,11490,1.12,loss
Maharashtra,Ramtek,1,Kishore Uttamrao Gajbhiye,Indian National Congress,468738,1605,470343,39.3,loss
Maharashtra,Ramtek,2,Krupal Balaji Tumane,Shivsena,594827,2299,597126,49.9,loss
Maharashtra,Ramtek,3,Subhash Dharamdas Gajbhiye,Bahujan Samaj Party,44242,85,44327,3.7,loss
Maharashtra,Ramtek,4,Archana Chandrakumar Ukey,Rashtriya Jansambhavna Party,8698,16,8714,0.73,loss
Maharashtra,Ramtek,5,Dr. L.J. Kanhekar,Peoples Party of India (Democratic),1498,7,1505,0.13,loss
Maharashtra,Ramtek,6,Kiran Premkumar Rodge (Patankar),Vanchit Bahujan Aaghadi,36218,122,36340,3.04,loss
Maharashtra,Ramtek,7,Chandrabhan Baliram Ramteke,Rashtriya Jansurajya Party,1774,5,1779,0.15,loss
Maharashtra,Ramtek,8,Com. BANDU RAMCHANDRA MESHRAM,Communist Party of India (Marxist-Leninist) Red Star,1417,4,1421,0.12,loss
Maharashtra,Ramtek,9,Dhiman Vinod Bhivaji Patil,Ambedkarite Party of India,2771,8,2779,0.23,loss
Maharashtra,Ramtek,10,Shailesh Sambhaji Janbandhu,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1083,0,1083,0.09,loss
Maharashtra,Ramtek,11,Anil Mahadeo Dhone,Independent,1654,7,1661,0.14,loss
Maharashtra,Ramtek,12,Gautam Wasnik,Independent,1410,3,1413,0.12,loss
Maharashtra,Ramtek,13,Tumane Kanteshwar Khushalji,Independent,2394,3,2397,0.2,loss
Maharashtra,Ramtek,14,Professor Dr. Natthurao Madhavrao Lokhande,Independent,2218,4,2222,0.19,loss
Maharashtra,Ramtek,15,Sandesh Bhioram Bhalekar,Independent,3826,12,3838,0.32,loss
Maharashtra,Ramtek,16,Sonali Ravindra Bagade,Independent,7861,15,7876,0.66,loss
Maharashtra,Ramtek,17,NOTA,None of the Above,11800,120,11920,1,loss
Maharashtra,Ratnagiri - sindhudurg,1,Kishor Sidu Varak,Bahujan Samaj Party,6822,46,6868,0.76,loss
Maharashtra,Ratnagiri - sindhudurg,2,Navinchandra Bhalchandra Bandivadekar,Indian National Congress,63013,286,63299,7.02,loss
Maharashtra,Ratnagiri - sindhudurg,3,Vinayak Raut,Shivsena,456013,2009,458022,50.83,loss
Maharashtra,Ratnagiri - sindhudurg,4,Nilesh Narayan Rane,"Maharashtra Swabhimaan Paksh,",278626,1074,279700,31.04,loss
Maharashtra,Ratnagiri - sindhudurg,5,Bhikuram Kashiram Palkar,Bahujan Mukti Party,5895,9,5904,0.66,loss
Maharashtra,Ratnagiri - sindhudurg,6,Maruti Ramchandra Joshi,Vanchit Bahujan Aaghadi,30639,243,30882,3.43,loss
Maharashtra,Ratnagiri - sindhudurg,7,Rajesh Dilipkumar Jadhav,Bahujan Republican Socialist Party,9563,2,9565,1.06,loss
Maharashtra,Ratnagiri - sindhudurg,8,Adv. Sanjay Sharad Gangnaik,Samajwadi Forward Bloc,2133,1,2134,0.24,loss
Maharashtra,Ratnagiri - sindhudurg,9,Amberkar Pandharinath Vidyadhar,Independent,3252,5,3257,0.36,loss
Maharashtra,Ratnagiri - sindhudurg,10,Narayan Dasharath Gavas,Independent,5629,4,5633,0.63,loss
Maharashtra,Ratnagiri - sindhudurg,11,Nilesh Bhikaji Bhatade,Independent,17667,1,17668,1.96,loss
Maharashtra,Ratnagiri - sindhudurg,12,Vinayak Lavu Raut,Independent,4388,5,4393,0.49,loss
Maharashtra,Ratnagiri - sindhudurg,13,NOTA,None of the Above,13715,62,13777,1.53,loss
Maharashtra,Raver,1,Dr.Ulhas Vasudeo Patil,Indian National Congress,318740,764,319504,29.23,loss
Maharashtra,Raver,2,Khadse Raksha Nikhil,Bharatiya Janata Party,652212,3174,655386,59.96,loss
Maharashtra,Raver,3,Dr.Yogendra Vitthal Kolte,Bahujan Samaj Party,5690,15,5705,0.52,loss
Maharashtra,Raver,4,Ajit Namdar Tadvi,Rastriya Aam Jan Seva Party,1408,17,1425,0.13,loss
Maharashtra,Raver,5,Adakmol Rohidas Ramesh,Ambedkarite Party of India,1670,9,1679,0.15,loss
Maharashtra,Raver,6,Nitin Pralhad Kandelkar,Vanchit Bahujan Aaghadi,88108,257,88365,8.08,loss
Maharashtra,Raver,7,Madhukar Sopan Patil,Hindustan Janta Party,1606,1,1607,0.15,loss
Maharashtra,Raver,8,Roshan Aara Sadique Ali,Indian Union Muslim League,1102,1,1103,0.1,loss
Maharashtra,Raver,9,Gaurav Damodar Surwade,Independent,979,6,985,0.09,loss
Maharashtra,Raver,10,Tawar Vijay Jagan,Independent,1140,1,1141,0.1,loss
Maharashtra,Raver,11,Nazmin Shaikh Ramjan,Independent,2580,1,2581,0.24,loss
Maharashtra,Raver,12,D. D. Wani [Photographer],Independent,4270,4,4274,0.39,loss
Maharashtra,Raver,13,NOTA,None of the Above,9188,28,9216,0.84,loss
Maharashtra,Sangli,1,Shankar (dada) Mane,Bahujan Samaj Party,5418,58,5476,0.46,loss
Maharashtra,Sangli,2,Sanjaykaka Patil,Bharatiya Janata Party,503615,5380,508995,42.77,loss
Maharashtra,Sangli,3,Anand Shankar Nalage (Patil),Baliraja Party,7192,21,7213,0.61,loss
Maharashtra,Sangli,4,Gopichand Kundlik Padalkar,Vanchit Bahujan Aaghadi,297349,2885,300234,25.23,loss
Maharashtra,Sangli,5,Dr. Rajendra Namdev Kavthekar,Bahujan Mukti Party,3572,14,3586,0.3,loss
Maharashtra,Sangli,6,Vishal Prakashbapu Patil,Swabhimani Paksha,342016,2627,344643,28.96,loss
Maharashtra,Sangli,7,Abhijit Wamanrao Awade Bichukle,Independent,2337,5,2342,0.2,loss
Maharashtra,Sangli,8,Adhikrao Sampat Channe,Independent,1321,2,1323,0.11,loss
Maharashtra,Sangli,9,Dattatray Pandit Patil,Independent,1274,2,1276,0.11,loss
Maharashtra,Sangli,10,Narayan Chandar Mulik,Independent,2682,3,2685,0.23,loss
Maharashtra,Sangli,11,Bhaktraj Raghunath Thigale,Independent,1864,6,1870,0.16,loss
Maharashtra,Sangli,12,Himmat Pandurang Koli,Independent,3690,40,3730,0.31,loss
Maharashtra,Sangli,13,NOTA,None of the Above,6493,92,6585,0.55,loss
Maharashtra,Satara,1,ANAND RAMESH THORAWADE,Bahujan Samaj Party,6826,137,6963,0.62,loss
Maharashtra,Satara,2,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,Nationalist Congress Party,576078,2948,579026,51.91,loss
Maharashtra,Satara,3,NARENDRA ANNASAHEB PATIL,Shivsena,449661,2837,452498,40.57,loss
Maharashtra,Satara,4,DILIP SHRIRANG JAGTAP,Bahujan Republican Socialist Party,5036,19,5055,0.45,loss
Maharashtra,Satara,5,SAHADEO KERAPPA AIWALE,Vanchit Bahujan Aaghadi,40563,110,40673,3.65,loss
Maharashtra,Satara,6,ABHIJIT WAMANRAO BICHUKALE,Independent,2399,13,2412,0.22,loss
Maharashtra,Satara,7,PUNJABRAO MAHADEV PATIL (TALGAONKAR),Independent,5128,13,5141,0.46,loss
